species,file,site,node,count,px_cm,include,base_x,base_y,tip_x,tip_y
cardinalis,LCARDAC23236-2-7_16_16,LCARDAC23236 (2),16,16,115,,,,,
cardinalis,LCARDAC23236-2-8_1_47,LCARDAC23236 (2),1,47,117,,,,,
cardinalis,LCARDAC23236-2-8_2_47,LCARDAC23236 (2),2,47,117,,,,,
cardinalis,LCARDAC23236-2-8_3_47,LCARDAC23236 (2),3,47,117,,,,,
cardinalis,LCARDAC23236-2-8_4_47,LCARDAC23236 (2),4,47,117,,,,,
cardinalis,LCARDAC23236-2-8_5_47,LCARDAC23236 (2),5,47,117,,,,,
cardinalis,LCARDAC23236-2-8_6_47,LCARDAC23236 (2),6,47,117,,,,,
cardinalis,LCARDAC23236-2-8_7_47,LCARDAC23236 (2),7,47,117,,,,,
cardinalis,LCARDAC23236-2-8_8_47,LCARDAC23236 (2),8,47,117,,,,,
cardinalis,LCARDAC23236-2-8_9_47,LCARDAC23236 (2),9,47,117,,,,,
cardinalis,LCARDAC23236-2-8_10_47,LCARDAC23236 (2),10,47,117,,,,,
cardinalis,LCARDAC23236-2-8_11_47,LCARDAC23236 (2),11,47,117,,,,,
cardinalis,LCARDAC23236-2-8_12_47,LCARDAC23236 (2),12,47,117,,,,,
cardinalis,LCARDAC23236-2-8_13_47,LCARDAC23236 (2),13,47,117,,,,,
cardinalis,LCARDAC23236-2-8_14_47,LCARDAC23236 (2),14,47,117,,,,,
cardinalis,LCARDAC23236-2-8_15_47,LCARDAC23236 (2),15,47,117,,,,,
cardinalis,LCARDAC23236-2-8_16_47,LCARDAC23236 (2),16,47,117,,,,,
cardinalis,LCARDAC23236-2-8_17_47,LCARDAC23236 (2),17,47,117,,,,,
cardinalis,LCARDAC23236-2-8_18_47,LCARDAC23236 (2),18,47,117,,,,,
cardinalis,LCARDAC23236-2-8_19_47,LCARDAC23236 (2),19,47,117,,,,,
cardinalis,LCARDAC23236-2-8_20_47,LCARDAC23236 (2),20,47,117,,,,,
cardinalis,LCARDAC23236-2-8_21_47,LCARDAC23236 (2),21,47,117,,,,,
cardinalis,LCARDAC23236-2-8_22_47,LCARDAC23236 (2),22,47,117,,,,,
cardinalis,LCARDAC23236-2-8_23_47,LCARDAC23236 (2),23,47,117,,,,,
cardinalis,LCARDAC23236-2-8_24_47,LCARDAC23236 (2),24,47,117,,,,,
cardinalis,LCARDAC23236-2-8_25_47,LCARDAC23236 (2),25,47,117,,,,,
cardinalis,LCARDAC23236-2-8_26_47,LCARDAC23236 (2),26,47,117,,,,,
cardinalis,LCARDAC23236-2-8_27_47,LCARDAC23236 (2),27,47,117,,,,,
cardinalis,LCARDAC23236-2-8_28_47,LCARDAC23236 (2),28,47,117,,,,,
cardinalis,LCARDAC23236-2-8_29_47,LCARDAC23236 (2),29,47,117,,,,,
cardinalis,LCARDAC23236-2-8_30_47,LCARDAC23236 (2),30,47,117,,,,,
cardinalis,LCARDAC23236-2-8_31_47,LCARDAC23236 (2),31,47,117,,,,,
cardinalis,LCARDAC23236-2-8_32_47,LCARDAC23236 (2),32,47,117,,,,,
cardinalis,LCARDAC23236-2-8_33_47,LCARDAC23236 (2),33,47,117,,,,,
cardinalis,LCARDAC23236-2-8_34_47,LCARDAC23236 (2),34,47,117,,,,,
cardinalis,LCARDAC23236-2-8_35_47,LCARDAC23236 (2),35,47,117,,,,,
cardinalis,LCARDAC23236-2-8_36_47,LCARDAC23236 (2),36,47,117,,,,,
cardinalis,LCARDAC23236-2-8_37_47,LCARDAC23236 (2),37,47,117,,,,,
cardinalis,LCARDAC23236-2-8_38_47,LCARDAC23236 (2),38,47,117,,,,,
cardinalis,LCARDAC23236-2-8_39_47,LCARDAC23236 (2),39,47,117,,,,,
cardinalis,LCARDAC23236-2-8_40_47,LCARDAC23236 (2),40,47,117,,,,,
cardinalis,LCARDAC23236-2-8_41_47,LCARDAC23236 (2),41,47,117,,,,,
cardinalis,LCARDAC23236-2-8_42_47,LCARDAC23236 (2),42,47,117,,,,,
cardinalis,LCARDAC23236-2-8_43_47,LCARDAC23236 (2),43,47,117,,,,,
cardinalis,LCARDAC23236-2-8_44_47,LCARDAC23236 (2),44,47,117,,,,,
cardinalis,LCARDAC23236-2-8_45_47,LCARDAC23236 (2),45,47,117,,,,,
cardinalis,LCARDAC23236-2-8_46_47,LCARDAC23236 (2),46,47,117,,,,,
cardinalis,LCARDAC23236-2-8_47_47,LCARDAC23236 (2),47,47,117,,,,,
cardinalis,LCARDAC23238-1_1_23,LCARDAC23238,1,23,118,,,,,
cardinalis,LCARDAC23238-1_2_23,LCARDAC23238,2,23,118,,,,,
cardinalis,LCARDAC23238-1_3_23,LCARDAC23238,3,23,118,,,,,
cardinalis,LCARDAC23238-1_4_23,LCARDAC23238,4,23,118,,,,,
cardinalis,LCARDAC23238-1_5_23,LCARDAC23238,5,23,118,,,,,
cardinalis,LCARDAC23238-1_6_23,LCARDAC23238,6,23,118,,,,,
cardinalis,LCARDAC23238-1_7_23,LCARDAC23238,7,23,118,,,,,
cardinalis,LCARDAC23238-1_8_23,LCARDAC23238,8,23,118,,,,,
cardinalis,LCARDAC23238-1_9_23,LCARDAC23238,9,23,118,,,,,
cardinalis,LCARDAC23238-1_10_23,LCARDAC23238,10,23,118,,,,,
cardinalis,LCARDAC23238-1_11_23,LCARDAC23238,11,23,118,,,,,
cardinalis,LCARDAC23238-1_12_23,LCARDAC23238,12,23,118,,,,,
cardinalis,LCARDAC23238-1_13_23,LCARDAC23238,13,23,118,,,,,
cardinalis,LCARDAC23238-1_14_23,LCARDAC23238,14,23,118,,,,,
cardinalis,LCARDAC23238-1_15_23,LCARDAC23238,15,23,118,,,,,
cardinalis,LCARDAC23238-1_16_23,LCARDAC23238,16,23,118,,,,,
cardinalis,LCARDAC23238-1_17_23,LCARDAC23238,17,23,118,,,,,
cardinalis,LCARDAC23238-1_18_23,LCARDAC23238,18,23,118,,,,,
cardinalis,LCARDAC23238-1_19_23,LCARDAC23238,19,23,118,,,,,
cardinalis,LCARDAC23238-1_20_23,LCARDAC23238,20,23,118,,,,,
cardinalis,LCARDAC23238-1_21_23,LCARDAC23238,21,23,118,,,,,
cardinalis,LCARDAC23238-1_22_23,LCARDAC23238,22,23,118,,,,,
cardinalis,LCARDAC23238-1_23_23,LCARDAC23238,23,23,118,,,,,
cardinalis,LCARDAC23250-1_1_35,LCARDAC23250,1,35,117,,,,,
cardinalis,LCARDAC23250-1_2_35,LCARDAC23250,2,35,117,,,,,
cardinalis,LCARDAC23250-1_3_35,LCARDAC23250,3,35,117,,,,,
cardinalis,LCARDAC23250-1_4_35,LCARDAC23250,4,35,117,,,,,
cardinalis,LCARDAC23250-1_5_35,LCARDAC23250,5,35,117,,,,,
cardinalis,LCARDAC23250-1_6_35,LCARDAC23250,6,35,117,,,,,
cardinalis,LCARDAC23250-1_7_35,LCARDAC23250,7,35,117,,,,,
cardinalis,LCARDAC23250-1_8_35,LCARDAC23250,8,35,117,,,,,
cardinalis,LCARDAC23250-1_9_35,LCARDAC23250,9,35,117,,,,,
cardinalis,LCARDAC23250-1_10_35,LCARDAC23250,10,35,117,,,,,
cardinalis,LCARDAC23250-1_11_35,LCARDAC23250,11,35,117,,,,,
cardinalis,LCARDAC23250-1_12_35,LCARDAC23250,12,35,117,,,,,
cardinalis,LCARDAC23250-1_13_35,LCARDAC23250,13,35,117,,,,,
cardinalis,LCARDAC23250-1_14_35,LCARDAC23250,14,35,117,,,,,
cardinalis,LCARDAC23250-1_15_35,LCARDAC23250,15,35,117,,,,,
cardinalis,LCARDAC23250-1_16_35,LCARDAC23250,16,35,117,,,,,
cardinalis,LCARDAC23250-1_17_35,LCARDAC23250,17,35,117,,,,,
cardinalis,LCARDAC23250-1_18_35,LCARDAC23250,18,35,117,,,,,
cardinalis,LCARDAC23250-1_19_35,LCARDAC23250,19,35,117,,,,,
cardinalis,LCARDAC23250-1_20_35,LCARDAC23250,20,35,117,,,,,
cardinalis,LCARDAC23250-1_21_35,LCARDAC23250,21,35,117,,,,,
cardinalis,LCARDAC23250-1_22_35,LCARDAC23250,22,35,117,,,,,
cardinalis,LCARDAC23250-1_23_35,LCARDAC23250,23,35,117,,,,,
cardinalis,LCARDAC23250-1_24_35,LCARDAC23250,24,35,117,,,,,
cardinalis,LCARDAC23250-1_25_35,LCARDAC23250,25,35,117,,,,,
cardinalis,LCARDAC23250-1_26_35,LCARDAC23250,26,35,117,,,,,
cardinalis,LCARDAC23250-1_27_35,LCARDAC23250,27,35,117,,,,,
cardinalis,LCARDAC23250-1_28_35,LCARDAC23250,28,35,117,,,,,
cardinalis,LCARDAC23250-1_29_35,LCARDAC23250,29,35,117,,,,,
cardinalis,LCARDAC23250-1_30_35,LCARDAC23250,30,35,117,,,,,
cardinalis,LCARDAC23250-1_31_35,LCARDAC23250,31,35,117,,,,,
cardinalis,LCARDAC23250-1_32_35,LCARDAC23250,32,35,117,,,,,
cardinalis,LCARDAC23250-1_33_35,LCARDAC23250,33,35,117,,,,,
cardinalis,LCARDAC23250-1_34_35,LCARDAC23250,34,35,117,,,,,
cardinalis,LCARDAC23250-1_35_35,LCARDAC23250,35,35,117,,,,,
cardinalis,LCARDAC23250-2_1_43,LCARDAC23250,1,43,118,,,,,
cardinalis,LCARDAC23250-2_2_43,LCARDAC23250,2,43,118,,,,,
cardinalis,LCARDAC23250-2_3_43,LCARDAC23250,3,43,118,,,,,
cardinalis,LCARDAC23250-2_4_43,LCARDAC23250,4,43,118,,,,,
cardinalis,LCARDAC23250-2_5_43,LCARDAC23250,5,43,118,,,,,
cardinalis,LCARDAC23250-2_6_43,LCARDAC23250,6,43,118,,,,,
cardinalis,LCARDAC23250-2_7_43,LCARDAC23250,7,43,118,,,,,
cardinalis,LCARDAC23250-2_8_43,LCARDAC23250,8,43,118,,,,,
cardinalis,LCARDAC23250-2_9_43,LCARDAC23250,9,43,118,,,,,
cardinalis,LCARDAC23250-2_10_43,LCARDAC23250,10,43,118,,,,,
cardinalis,LCARDAC23250-2_11_43,LCARDAC23250,11,43,118,,,,,
cardinalis,LCARDAC23250-2_12_43,LCARDAC23250,12,43,118,,,,,
cardinalis,LCARDAC23250-2_13_43,LCARDAC23250,13,43,118,,,,,
cardinalis,LCARDAC23250-2_14_43,LCARDAC23250,14,43,118,,,,,
cardinalis,LCARDAC23250-2_15_43,LCARDAC23250,15,43,118,,,,,
cardinalis,LCARDAC23250-2_16_43,LCARDAC23250,16,43,118,,,,,
cardinalis,LCARDAC23250-2_17_43,LCARDAC23250,17,43,118,,,,,
cardinalis,LCARDAC23250-2_18_43,LCARDAC23250,18,43,118,,,,,
cardinalis,LCARDAC23250-2_19_43,LCARDAC23250,19,43,118,,,,,
cardinalis,LCARDAC23250-2_20_43,LCARDAC23250,20,43,118,,,,,
cardinalis,LCARDAC23250-2_21_43,LCARDAC23250,21,43,118,,,,,
cardinalis,LCARDAC23250-2_22_43,LCARDAC23250,22,43,118,,,,,
cardinalis,LCARDAC23250-2_23_43,LCARDAC23250,23,43,118,,,,,
cardinalis,LCARDAC23250-2_24_43,LCARDAC23250,24,43,118,,,,,
cardinalis,LCARDAC23250-2_25_43,LCARDAC23250,25,43,118,,,,,
cardinalis,LCARDAC23250-2_26_43,LCARDAC23250,26,43,118,,,,,
cardinalis,LCARDAC23250-2_27_43,LCARDAC23250,27,43,118,,,,,
cardinalis,LCARDAC23250-2_28_43,LCARDAC23250,28,43,118,,,,,
cardinalis,LCARDAC23250-2_29_43,LCARDAC23250,29,43,118,,,,,
cardinalis,LCARDAC23250-2_30_43,LCARDAC23250,30,43,118,,,,,
cardinalis,LCARDAC23250-2_31_43,LCARDAC23250,31,43,118,,,,,
cardinalis,LCARDAC23250-2_32_43,LCARDAC23250,32,43,118,,,,,
cardinalis,LCARDAC23250-2_33_43,LCARDAC23250,33,43,118,,,,,
cardinalis,LCARDAC23250-2_34_43,LCARDAC23250,34,43,118,,,,,
cardinalis,LCARDAC23250-2_35_43,LCARDAC23250,35,43,118,,,,,
cardinalis,LCARDAC23250-2_36_43,LCARDAC23250,36,43,118,,,,,
cardinalis,LCARDAC23250-2_37_43,LCARDAC23250,37,43,118,,,,,
cardinalis,LCARDAC23250-2_38_43,LCARDAC23250,38,43,118,,,,,
cardinalis,LCARDAC23250-2_39_43,LCARDAC23250,39,43,118,,,,,
cardinalis,LCARDAC23250-2_40_43,LCARDAC23250,40,43,118,,,,,
cardinalis,LCARDAC23250-2_41_43,LCARDAC23250,41,43,118,,,,,
cardinalis,LCARDAC23250-2_42_43,LCARDAC23250,42,43,118,,,,,
cardinalis,LCARDAC23250-2_43_43,LCARDAC23250,43,43,118,,,,,
cardinalis,LCARDAC23261-1_1_54,LCARDAC23261,1,54,118,,,,,
cardinalis,LCARDAC23261-1_2_54,LCARDAC23261,2,54,118,,,,,
cardinalis,LCARDAC23261-1_3_54,LCARDAC23261,3,54,118,,,,,
cardinalis,LCARDAC23261-1_4_54,LCARDAC23261,4,54,118,,,,,
cardinalis,LCARDAC23261-1_5_54,LCARDAC23261,5,54,118,,,,,
cardinalis,LCARDAC23261-1_6_54,LCARDAC23261,6,54,118,,,,,
cardinalis,LCARDAC23261-1_7_54,LCARDAC23261,7,54,118,,,,,
cardinalis,LCARDAC23261-1_8_54,LCARDAC23261,8,54,118,,,,,
cardinalis,LCARDAC23261-1_9_54,LCARDAC23261,9,54,118,,,,,
cardinalis,LCARDAC23261-1_10_54,LCARDAC23261,10,54,118,,,,,
cardinalis,LCARDAC23261-1_11_54,LCARDAC23261,11,54,118,,,,,
cardinalis,LCARDAC23261-1_12_54,LCARDAC23261,12,54,118,,,,,
cardinalis,LCARDAC23261-1_13_54,LCARDAC23261,13,54,118,,,,,
cardinalis,LCARDAC23261-1_14_54,LCARDAC23261,14,54,118,,,,,
cardinalis,LCARDAC23261-1_15_54,LCARDAC23261,15,54,118,,,,,
cardinalis,LCARDAC23261-1_16_54,LCARDAC23261,16,54,118,,,,,
cardinalis,LCARDAC23261-1_17_54,LCARDAC23261,17,54,118,,,,,
cardinalis,LCARDAC23261-1_18_54,LCARDAC23261,18,54,118,,,,,
cardinalis,LCARDAC23261-1_19_54,LCARDAC23261,19,54,118,,,,,
cardinalis,LCARDAC23261-1_20_54,LCARDAC23261,20,54,118,,,,,
cardinalis,LCARDAC23261-1_21_54,LCARDAC23261,21,54,118,,,,,
cardinalis,LCARDAC23261-1_22_54,LCARDAC23261,22,54,118,,,,,
cardinalis,LCARDAC23261-1_23_54,LCARDAC23261,23,54,118,,,,,
cardinalis,LCARDAC23261-1_24_54,LCARDAC23261,24,54,118,,,,,
cardinalis,LCARDAC23261-1_25_54,LCARDAC23261,25,54,118,,,,,
cardinalis,LCARDAC23261-1_26_54,LCARDAC23261,26,54,118,,,,,
cardinalis,LCARDAC23261-1_27_54,LCARDAC23261,27,54,118,,,,,
cardinalis,LCARDAC23261-1_28_54,LCARDAC23261,28,54,118,,,,,
cardinalis,LCARDAC23261-1_29_54,LCARDAC23261,29,54,118,,,,,
cardinalis,LCARDAC23261-1_30_54,LCARDAC23261,30,54,118,,,,,
cardinalis,LCARDAC23261-1_31_54,LCARDAC23261,31,54,118,,,,,
cardinalis,LCARDAC23261-1_32_54,LCARDAC23261,32,54,118,,,,,
cardinalis,LCARDAC23261-1_33_54,LCARDAC23261,33,54,118,,,,,
cardinalis,LCARDAC23261-1_34_54,LCARDAC23261,34,54,118,,,,,
cardinalis,LCARDAC23261-1_35_54,LCARDAC23261,35,54,118,,,,,
cardinalis,LCARDAC23261-1_36_54,LCARDAC23261,36,54,118,,,,,
cardinalis,LCARDAC23261-1_37_54,LCARDAC23261,37,54,118,,,,,
cardinalis,LCARDAC23261-1_38_54,LCARDAC23261,38,54,118,,,,,
cardinalis,LCARDAC23261-1_39_54,LCARDAC23261,39,54,118,,,,,
cardinalis,LCARDAC23261-1_40_54,LCARDAC23261,40,54,118,,,,,
cardinalis,LCARDAC23261-1_41_54,LCARDAC23261,41,54,118,,,,,
cardinalis,LCARDAC23261-1_42_54,LCARDAC23261,42,54,118,,,,,
cardinalis,LCARDAC23261-1_43_54,LCARDAC23261,43,54,118,,,,,
cardinalis,LCARDAC23261-1_44_54,LCARDAC23261,44,54,118,,,,,
cardinalis,LCARDAC23261-1_45_54,LCARDAC23261,45,54,118,,,,,
cardinalis,LCARDAC23261-1_46_54,LCARDAC23261,46,54,118,,,,,
cardinalis,LCARDAC23261-1_47_54,LCARDAC23261,47,54,118,,,,,
cardinalis,LCARDAC23261-1_48_54,LCARDAC23261,48,54,118,,,,,
cardinalis,LCARDAC23261-1_49_54,LCARDAC23261,49,54,118,,,,,
cardinalis,LCARDAC23261-1_50_54,LCARDAC23261,50,54,118,,,,,
cardinalis,LCARDAC23261-1_51_54,LCARDAC23261,51,54,118,,,,,
cardinalis,LCARDAC23261-1_52_54,LCARDAC23261,52,54,118,,,,,
cardinalis,LCARDAC23261-1_53_54,LCARDAC23261,53,54,118,,,,,
cardinalis,LCARDAC23261-1_54_54,LCARDAC23261,54,54,118,,,,,
cardinalis,LCARDCB23256-1_1_18,LCARDCB23256,1,18,117,,,,,
cardinalis,LCARDCB23256-1_2_18,LCARDCB23256,2,18,117,,,,,
cardinalis,LCARDCB23256-1_3_18,LCARDCB23256,3,18,117,,,,,
cardinalis,LCARDCB23256-1_4_18,LCARDCB23256,4,18,117,,,,,
cardinalis,LCARDCB23256-1_5_18,LCARDCB23256,5,18,117,,,,,
cardinalis,LCARDCB23256-1_6_18,LCARDCB23256,6,18,117,,,,,
cardinalis,LCARDCB23256-1_7_18,LCARDCB23256,7,18,117,,,,,
cardinalis,LCARDCB23256-1_8_18,LCARDCB23256,8,18,117,,,,,
cardinalis,LCARDCB23256-1_9_18,LCARDCB23256,9,18,117,,,,,
cardinalis,LCARDCB23256-1_10_18,LCARDCB23256,10,18,117,,,,,
cardinalis,LCARDCB23256-1_11_18,LCARDCB23256,11,18,117,,,,,
cardinalis,LCARDCB23256-1_12_18,LCARDCB23256,12,18,117,,,,,
cardinalis,LCARDCB23256-1_13_18,LCARDCB23256,13,18,117,,,,,
cardinalis,LCARDCB23256-1_14_18,LCARDCB23256,14,18,117,,,,,
cardinalis,LCARDCB23256-1_15_18,LCARDCB23256,15,18,117,,,,,
cardinalis,LCARDCB23256-1_16_18,LCARDCB23256,16,18,117,,,,,
cardinalis,LCARDCB23256-1_17_18,LCARDCB23256,17,18,117,,,,,
cardinalis,LCARDCB23256-1_18_18,LCARDCB23256,18,18,117,,,,,
cardinalis,LCARDPA23221-1_1_16,LCARDPA23221,1,16,119,,,,,
cardinalis,LCARDPA23221-1_2_16,LCARDPA23221,2,16,119,,,,,
cardinalis,LCARDPA23221-1_3_16,LCARDPA23221,3,16,119,,,,,
cardinalis,LCARDPA23221-1_4_16,LCARDPA23221,4,16,119,,,,,
cardinalis,LCARDPA23221-1_5_16,LCARDPA23221,5,16,119,,,,,
cardinalis,LCARDPA23221-1_6_16,LCARDPA23221,6,16,119,,,,,
cardinalis,LCARDPA23221-1_7_16,LCARDPA23221,7,16,119,,,,,
cardinalis,LCARDPA23221-1_8_16,LCARDPA23221,8,16,119,,,,,
cardinalis,LCARDPA23221-1_9_16,LCARDPA23221,9,16,119,,,,,
cardinalis,LCARDPA23221-1_10_16,LCARDPA23221,10,16,119,,,,,
cardinalis,LCARDPA23221-1_11_16,LCARDPA23221,11,16,119,,,,,
cardinalis,LCARDPA23221-1_12_16,LCARDPA23221,12,16,119,,,,,
cardinalis,LCARDPA23221-1_13_16,LCARDPA23221,13,16,119,,,,,
cardinalis,LCARDPA23221-1_14_16,LCARDPA23221,14,16,119,,,,,
cardinalis,LCARDPA23221-1_15_16,LCARDPA23221,15,16,119,,,,,
cardinalis,LCARDPA23221-1_16_16,LCARDPA23221,16,16,119,,,,,
cardinalis,LCARDPA23225 (A-R)-2_1_18,LCARDPA23225 (A-R),1,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_2_18,LCARDPA23225 (A-R),2,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_3_18,LCARDPA23225 (A-R),3,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_4_18,LCARDPA23225 (A-R),4,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_5_18,LCARDPA23225 (A-R),5,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_6_18,LCARDPA23225 (A-R),6,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_7_18,LCARDPA23225 (A-R),7,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_8_18,LCARDPA23225 (A-R),8,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_9_18,LCARDPA23225 (A-R),9,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_10_18,LCARDPA23225 (A-R),10,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_11_18,LCARDPA23225 (A-R),11,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_12_18,LCARDPA23225 (A-R),12,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_13_18,LCARDPA23225 (A-R),13,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_14_18,LCARDPA23225 (A-R),14,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_15_18,LCARDPA23225 (A-R),15,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_16_18,LCARDPA23225 (A-R),16,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_17_18,LCARDPA23225 (A-R),17,18,118,,,,,
cardinalis,LCARDPA23225 (A-R)-2_18_18,LCARDPA23225 (A-R),18,18,118,,,,,
cardinalis,LCARDPA23229-1_1_24,LCARDPA23229,1,24,118,,,,,
cardinalis,LCARDPA23229-1_2_24,LCARDPA23229,2,24,118,,,,,
cardinalis,LCARDPA23229-1_3_24,LCARDPA23229,3,24,118,,,,,
cardinalis,LCARDPA23229-1_4_24,LCARDPA23229,4,24,118,,,,,
cardinalis,LCARDPA23229-1_5_24,LCARDPA23229,5,24,118,,,,,
cardinalis,LCARDPA23229-1_6_24,LCARDPA23229,6,24,118,,,,,
cardinalis,LCARDPA23229-1_7_24,LCARDPA23229,7,24,118,,,,,
cardinalis,LCARDPA23229-1_8_24,LCARDPA23229,8,24,118,,,,,
cardinalis,LCARDPA23229-1_9_24,LCARDPA23229,9,24,118,,,,,
cardinalis,LCARDPA23229-1_10_24,LCARDPA23229,10,24,118,,,,,
cardinalis,LCARDPA23229-1_11_24,LCARDPA23229,11,24,118,,,,,
cardinalis,LCARDPA23229-1_12_24,LCARDPA23229,12,24,118,,,,,
cardinalis,LCARDPA23229-1_13_24,LCARDPA23229,13,24,118,,,,,
cardinalis,LCARDPA23229-1_14_24,LCARDPA23229,14,24,118,,,,,
cardinalis,LCARDPA23229-1_15_24,LCARDPA23229,15,24,118,,,,,
cardinalis,LCARDPA23229-1_16_24,LCARDPA23229,16,24,118,,,,,
cardinalis,LCARDPA23229-1_17_24,LCARDPA23229,17,24,118,,,,,
cardinalis,LCARDPA23229-1_18_24,LCARDPA23229,18,24,118,,,,,
cardinalis,LCARDPA23229-1_19_24,LCARDPA23229,19,24,118,,,,,
cardinalis,LCARDPA23229-1_20_24,LCARDPA23229,20,24,118,,,,,
cardinalis,LCARDPA23229-1_21_24,LCARDPA23229,21,24,118,,,,,
cardinalis,LCARDPA23229-1_22_24,LCARDPA23229,22,24,118,,,,,
cardinalis,LCARDPA23229-1_23_24,LCARDPA23229,23,24,118,,,,,
cardinalis,LCARDPA23229-1_24_24,LCARDPA23229,24,24,118,,,,,
cardinalis,LCARDSH23222-1_1_37,LCARDSH23222,1,37,117,,,,,
cardinalis,LCARDSH23222-1_2_37,LCARDSH23222,2,37,117,,,,,
cardinalis,LCARDSH23222-1_3_37,LCARDSH23222,3,37,117,,,,,
cardinalis,LCARDSH23222-1_4_37,LCARDSH23222,4,37,117,,,,,
cardinalis,LCARDSH23222-1_5_37,LCARDSH23222,5,37,117,,,,,
cardinalis,LCARDSH23222-1_6_37,LCARDSH23222,6,37,117,,,,,
cardinalis,LCARDSH23222-1_7_37,LCARDSH23222,7,37,117,,,,,
cardinalis,LCARDSH23222-1_8_37,LCARDSH23222,8,37,117,,,,,
cardinalis,LCARDSH23222-1_9_37,LCARDSH23222,9,37,117,,,,,
cardinalis,LCARDSH23222-1_10_37,LCARDSH23222,10,37,117,,,,,
cardinalis,LCARDSH23222-1_11_37,LCARDSH23222,11,37,117,,,,,
cardinalis,LCARDSH23222-1_12_37,LCARDSH23222,12,37,117,,,,,
cardinalis,LCARDSH23222-1_13_37,LCARDSH23222,13,37,117,,,,,
cardinalis,LCARDSH23222-1_14_37,LCARDSH23222,14,37,117,,,,,
cardinalis,LCARDSH23222-1_15_37,LCARDSH23222,15,37,117,,,,,
cardinalis,LCARDSH23222-1_16_37,LCARDSH23222,16,37,117,,,,,
cardinalis,LCARDSH23222-1_17_37,LCARDSH23222,17,37,117,,,,,
cardinalis,LCARDSH23222-1_18_37,LCARDSH23222,18,37,117,,,,,
cardinalis,LCARDSH23222-1_19_37,LCARDSH23222,19,37,117,,,,,
cardinalis,LCARDSH23222-1_20_37,LCARDSH23222,20,37,117,,,,,
cardinalis,LCARDSH23222-1_21_37,LCARDSH23222,21,37,117,,,,,
cardinalis,LCARDSH23222-1_22_37,LCARDSH23222,22,37,117,,,,,
cardinalis,LCARDSH23222-1_23_37,LCARDSH23222,23,37,117,,,,,
cardinalis,LCARDSH23222-1_24_37,LCARDSH23222,24,37,117,,,,,
cardinalis,LCARDSH23222-1_25_37,LCARDSH23222,25,37,117,,,,,
cardinalis,LCARDSH23222-1_26_37,LCARDSH23222,26,37,117,,,,,
cardinalis,LCARDSH23222-1_27_37,LCARDSH23222,27,37,117,,,,,
cardinalis,LCARDSH23222-1_28_37,LCARDSH23222,28,37,117,,,,,
cardinalis,LCARDSH23222-1_29_37,LCARDSH23222,29,37,117,,,,,
cardinalis,LCARDSH23222-1_30_37,LCARDSH23222,30,37,117,,,,,
cardinalis,LCARDSH23222-1_31_37,LCARDSH23222,31,37,117,,,,,
cardinalis,LCARDSH23222-1_32_37,LCARDSH23222,32,37,117,,,,,
cardinalis,LCARDSH23222-1_33_37,LCARDSH23222,33,37,117,,,,,
cardinalis,LCARDSH23222-1_34_37,LCARDSH23222,34,37,117,,,,,
cardinalis,LCARDSH23222-1_35_37,LCARDSH23222,35,37,117,,,,,
cardinalis,LCARDSH23222-1_36_37,LCARDSH23222,36,37,117,,,,,
cardinalis,LCARDSH23222-1_37_37,LCARDSH23222,37,37,117,,,,,
cardinalis,LCARDSH23222-2_1_38,LCARDSH23222,1,38,117,,,,,
cardinalis,LCARDSH23222-2_2_38,LCARDSH23222,2,38,117,,,,,
cardinalis,LCARDSH23222-2_3_38,LCARDSH23222,3,38,117,,,,,
cardinalis,LCARDSH23222-2_4_38,LCARDSH23222,4,38,117,,,,,
cardinalis,LCARDSH23222-2_5_38,LCARDSH23222,5,38,117,,,,,
cardinalis,LCARDSH23222-2_6_38,LCARDSH23222,6,38,117,,,,,
cardinalis,LCARDSH23222-2_7_38,LCARDSH23222,7,38,117,,,,,
cardinalis,LCARDSH23222-2_8_38,LCARDSH23222,8,38,117,,,,,
cardinalis,LCARDSH23222-2_9_38,LCARDSH23222,9,38,117,,,,,
cardinalis,LCARDSH23222-2_10_38,LCARDSH23222,10,38,117,,,,,
cardinalis,LCARDSH23222-2_11_38,LCARDSH23222,11,38,117,,,,,
cardinalis,LCARDSH23222-2_12_38,LCARDSH23222,12,38,117,,,,,
cardinalis,LCARDSH23222-2_13_38,LCARDSH23222,13,38,117,,,,,
